0110001101,-56.90479539800148
1001110010,-56.90479539800148
0011010110,-56.90475423635663
1100101001,-56.904754236356624
0001010111,-56.90472628542423
1110101000,-56.90472628542423
0011110010,-56.904379747463636
1100001101,-56.904379747463636
1100010110,-56.90426262696547
0011101001,-56.90426262696546
0110101001,-56.904253238250995
1001010110,-56.904253238250995
0000111101,-56.90400888905096
1111000010,-56.90400888905096
0110010110,-56.90330102803631
1001101001,-56.9033010280363
1110001100,-56.903211662593776
0001110011,-56.90321166259377
1101000011,-56.90255851116054
0010111100,-56.902558511160535
0011001101,-56.90193141954962
1100110010,-56.90193141954961
0100010111,-56.90145388877251
1011101000,-56.9014538887725
0111000011,-56.90086896137207
1000111100,-56.90086896137206
0100101011,-56.900469222640126
1011010100,-56.900469222640126
1001001101,-56.900053171976985
0110110010,-56.90005317197698
1001010101,-56.89759890334859
0110101010,-56.89759890334858
0100110011,-56.897065898775715
1011001100,-56.897065898775715
0100001111,-56.89560527667619
1011110000,-56.89560527667619
1001100110,-56.89497147055393
0110011001,-56.89497147055392
0011010101,-56.89476774438914
1100101010,-56.89476774438914
1110010100,-56.89185267354955
0001101011,-56.89185267354954
0011100110,-56.89170489824585
1100011001,-56.89170489824585
0110001110,-56.89159482344718
1001110001,-56.89159482344718
0111100001,-56.88827616909237
1000011110,-56.888276169092364
1100001110,-56.887847015844265
0011110001,-56.88784701584426
1100010101,-56.8871631659266
0011101010,-56.887163165926594
0100110101,-56.88700945224675
1011001010,-56.887009452246744
0001100111,-56.886990817114004
1110011000,-56.886990817114
1111000001,-56.88585533227772
0000111110,-56.885855332277714
0001001111,-56.884115360419266
1110110000,-56.884115360419266
0010011110,-56.88411238957184
1101100001,-56.884112389571825
0011011001,-56.883170867293046
1100100110,-56.883170867293046
0110010101,-56.882869409932376
1001101010,-56.88286940993237
0110110100,-56.88157617993748
1001001011,-56.88157617993748
0111000101,-56.87965406927545
1000111010,-56.879654069275446
0110100110,-56.87844169795018
1001011001,-56.87844169795018
0011001110,-56.878285718858855
1100110001,-56.878285718858855
0000011111,-56.87828235588919
1111100000,-56.87828235588918
0011001011,-56.87668444955763
1100110100,-56.87668444955762
1101000101,-56.874573641111446
0010111010,-56.87457364111144
1001001110,-56.87307531422116
0110110001,-56.873075314221154
0001110101,-56.87193374532566
1110001010,-56.871933745325656
1011011000,-56.87190842848694
0100100111,-56.87190842848693
0100011011,-56.868967508305815
1011100100,-56.868967508305815
0000111011,-56.86760347349133
1111000100,-56.86760347349133
0011110100,-56.86468128468499
1100001011,-56.86468128468499
1001100101,-56.86141105881483
0110011010,-56.861411058814824
0110001011,-56.85832695727035
1001110100,-56.85832695727035
0101100011,-56.85698076058197
1010011100,-56.85698076058197
0011100101,-56.854812329441685
1100011010,-56.854812329441685
1110100100,-56.8485409672399
0001011011,-56.848540967239884
0111100010,-56.848308358540166
1000011101,-56.848308358540166
0100110110,-56.84598754596017
1011001001,-56.84598754596017
0101000111,-56.84295255505062
1010111000,-56.842952555050616
0111010001,-56.84132785003391
1000101110,-56.84132785003391
0010011101,-56.84081242195456
1101100010,-56.84081242195455
0011011010,-56.839165329417504
1100100101,-56.839165329417504
1101010001,-56.833396500099674
0010101110,-56.83339650009967
0111000110,-56.83314001907136
1000111001,-56.83314001907135
0110100101,-56.83110400300957
1001011010,-56.83110400300957
1101000110,-56.82472743384228
0010111001,-56.82472743384227
1111010000,-56.82288033621758
0000101111,-56.822880336217565
0100101101,-56.822081902642864
1011010010,-56.822081902642864
0001110110,-56.820466712902636
1110001001,-56.820466712902636
1001010011,-56.810791037840794
0110101100,-56.81079103784078
0011010011,-56.80118990092887
1100101100,-56.80118990092886
1110010010,-56.79224388281314
0001101101,-56.79224388281313
0101010011,-56.78781249488627
1010101100,-56.78781249488627
0011101100,-56.77913382967966
1100010011,-56.77913382967965
1000101101,-56.77445396264504
