011001,-21.706356750539467
100110,-21.706356750539467
001110,-21.70520426385001
110001,-21.70520426385001
001101,-21.70118305306919
110010,-21.701183053069187
011010,-21.698567969344943
100101,-21.698567969344943
101100,-21.61005410631097
010011,-21.610054106310965
100011,-21.59372209107282
011100,-21.593722091072816
110100,-21.58319542022512
001011,-21.583195420225117
000111,-21.57790636746283
111000,-21.57790636746283
101001,-21.32453544301145
010110,-21.324535443011445
010101,-21.156725197159425
101010,-21.156725197159425
010100,-20.95077608104763
101011,-20.95077608104763
111010,-20.43318441202169
000101,-20.433184412021685
101110,-20.32280605774133
010001,-20.322806057741325
000110,-20.139549822152233
111001,-20.139549822152233
101101,-20.017361475896532
010010,-20.01736147589653
